label,narasi
1,"Rekaman kamera infrared menunjukkan adanya hantaman rudal dari langit tepat sebelum ledakan dahsyat terjadi di Beirut, Libanon. Benarkah zionis Israel pelakunya? Wallahua’lam"
1,News Updates: frontliner ginahasa at pinagsasaksak ng isang lalaki dead on arrival sa hospital ! (Berita Terbaru: Seorang perawat garis depan diperkosa dan ditikam oleh seorang pria di jalan yang mati setibanya di rumah sakit!)
1,Sehubungan dengan penundaan pelaksanaan Workshop DAK dikarenakan pandemic Covid-19 dan merujuk surat kami sebelumnya dengan Nomor 30TIP.01/02/2020 tentang Penawaran Workshop. Peningkatan kapasitas Pemerintah Daerah dalam proses Perencanaan dan Penganggaran Dana Alokasi Khusus (DAK) Angkatan I.
1,"Untuk rekan-rekan yang sedang berjaga harap berhati-hati. Sekadar info lokasi Klaten Cawas maling berhasil ditangkap, namun dengan kondisi kepala sudah berubah menjadi kepala anjing, harap berhati-hati dan jangan lupa berdoa agar kita terselamatkan dari hal-hal yang buruk, amin"
1,"Daftar list hotel di bali yg di jual Hotel for SALE in BALI april 2020 1. Hotel Premium Legian Bali – IDR22,000,000,000"
1,Viral. Ngeri karena Corona Italia pun Bersujud Italia Berdoa sujud masal bagaikan Muslim karena Virus Corona-19.Kiamat?
1,"Demi Palestina, Cristiano Ronaldo Sumbang Rp 21,7 Miliar"
1,Sehubungan dengan Penyesuaian DIPA :No. 107.KRI.I.000143.2019 dengan ini menyampaikan Kepada Kapuskeu TNI bahwa Untuk Tunkin Anggota TNI Sementara diberhentikan Tmt. Bulan Agustus 2019 dikarenakan dana APBN yang dialokasikan untuk pembayaran Tunkin Anggota TNI 2019 dialokasikan Untuk dana Kontijensi 2019 untuk itu kami sampaikan kepada Kapuskeu TNI diharap maklum dan menyampaikan kepada Bensat jajaran TNI..Dumm Ttk Hbs
1,Tindakan tni polri menyakiti warga papua
0,"Kami pastikan surat yang beredar di media daring adalah hoaks, pihak kami tidak pernah mengeluarkan surat seperti itu. Kalau kita teliti dari fisiknya saja (kop surat) sudah tidak sesuai"
1,"PT Timah (Persero) Tbk telah berdiri sejak tanggal 02 Agustus 1976 dan merupakan badan usaha milik negara (BUMN) yang terdepan dalam bidang eksplorasi, penambangan, pengolahan serta pemasaran bahan baku timah dan turunannya."
1,Terima kasih sdh dibuatkan lagu kebangsaan baru
1,Manfaat Poligami Perpanjang Umur Pria?
1,"Bangga Semua IMPOR…?
Beras impor,
Minyak Bumi Impor,
Gas Impor,"
1,"Akhirnya ada Anggota KPU yang insaf, mengaku di bayar 250 juta dan dijanjikan 12 M."
1,Mohon tangapanya melihat org ini sholat dgn cara yg tdk lazim dan salah .orang ini berarti islamnya……..
1,"GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019
Ketik #INAelectionObserverSOS
Biar Dibantu Cyber Seluruh Dunia."
1,"Innalillahi wa innailaihi rojiun, telah wafat ustad Arifin Ilham baru saja.. kabar dari sadara sepupunya KH. Komarudin"
1,Aku seorang perempuan. Aku berdarah Tionghoa dan papaku warga negara Singapura. Aku bertarung untuk Indonesia…”
1,“Kali Ciliwung di senja hari. From the bird’s eyes view. Matahari mulai meredup. Indah. Temaram. Romantis. The light. The blue. Bagai lukisan kota ini. Karya masterpeice seorang Rembrandt Harmenszoon van Rijn. Itulah Jakarta setelah di well-managed Babeh Anies-Sandi. Gubernur sebelumnya ngapain aja?!”.
1,RUMAH SAKIT UNIVERSITAS INDONESIA
1,"Belum lama ini sebuah akun twitter @hotelsyariah_JKT mengabarkan adanya kenaikan pajak bumi dan bangunan (PBB) hingga sebesar 100% di kawasan Jagakarsa, Jakarta Selatan."
0,Jelas berbeda antara ‘mengalirkan dana’ dengan ‘memanfaatkan dana’. Karena itu temuan kasus sosial PBNU
0,"“Itu hoax, malahan kita saat Asian Games membutuhkan angkutan umum. Yang tidak boleh itu adalah Bus Kota, mereka tidak di perbolehkan karena rata-rata kendaraan Bus Kota itu sudah banyak yang tidak layak lagi beroprasi dan sudah buruk,” ujar Kepala Dinas Perhubungan kota Palembang, Kurniawan, Senin (9/4)."
0,"Foto 3 tahun lalu saat kedinasan meresmikan renovasi penjara Bung Karno di Banceuy. Syariatnya, semua tamu harus dimuliakan. siapapun itu. *Hari ini foto ini beredar digoreng di WA group sebelah oleh mereka yang hobi blekkempen pilkada. Tapi Pemilih Jabar sdh cerdas. Hatur Nuhun"
0,"“Bukan hanya hoax, berita ini sudah masuk fitnah. Unsur pidananya jelas loh. Itu foto sabtu 24/3, saya sebagai pembicara kepemimpinan, lalu sesi akhir berfoto dgn kader bernama Zakaria. Sdangkan Abu Tour di dalam tahanan yg dijaga polisi | Jgn fitnah Zakaria, jangan fitnah Polisi, tulis Wasekjen PKS, Mardani Ali Sera di akun twitternnya, Senin (26/3)."
0,"Berita bohong atau hoaks dan ujaran kebencian yang marak di media sosial telah menjadi ancaman nasional. Semua pihak perlu bekerja bersama melawannya. Ini penting terutama saat memasuki tahun politik, hoaks dan ujaran kebencian bisa diramu untuk memenangi"
0,‘Fake news’ becomes a business model: researchers
1,"Sebuah vidio menggambarkan adanya sebuah uji coba dengan narasi jika benda yang ada didalam vidio tersebut adalah sel kanker hidup, bawang putih, dan yang terkahir adalah emas. Dan saat sel kanker hidup didekatkan dengan bawang mutih, ia justru pergi menjauh. Namun jika didekatkan dengan emas, sel kanker hidup itu justru mendekat."
1,"Kami mungkin binatang di matamu. Entah bagaimana kami, selama nyawa masih berhembus, kami akan terus melawan. Demi satu hal pasti: kelak kami dihargai sebagai manusia yang setara di bumi ini."
1,"“TAHUKAH ANDA, Topi Kerucut Tahun Baru, Tanda Muslim Telah Murtad. Topi Tahun Baru yg berbentuk kerucut ternyata adalah topi dengan bentuk yang di sebut SANBENITO, yakni topi yg digunakan Muslim Andalusia untuk menandai bahwa mereka sudah murtad dibawah penindasan Gereja Katholik Roma yang menerapkan INKUISISI SPANYOL.”"
1,DENSUS 88 NEO CAKRA BIRAWA (Ang Tjoeng Ming {ipar J Riyadi} berada dibalik organisasi teror Densus88
1,Pengujian vaksin covid19 telah sukses
1,Wanita bercadar di palestina sibuk berperang sedangkan wanita bercadar di indonesia sibuk selfie dengan caption Istiqomah tanpa batas Astaghfirullah
1,Semalam ada begal ditangkap polisi di area Suhat. Iyo bener bener dek Area Suhat yang selama ini dikenal pusat keramaian e Kota Malang lha kok ono begal gowo pedang sakmono dawane
1,Mohon berhemat listrik. Listrik gratis dan diskon yang diberikan negara dibiayai dengan utang dari Bank Dunia sebesar 5 triliun yang harus dibayar ke depan dengan uang rakyat juga. Karenanya tarif listrik ke depan bisa lebih mahal lagi. Kini kami juga tengah berjuang mencari bantuan dan pinjaman ke negara-negara Islam di Timur Tengah agar kebutuhan pangan rakyat di tengah wabah segera bisa terpenuhi
1,"FBI Mengumumkan Penangkapan Profesor Harvard dan Ketua Biologi Kimia yang Tertangkap Bekerja dengan Universitas Cina di Wuhan, Cina"
1,"Yth Bapak/Ibu,
 
 Mohon ijin…
 
 Bisakah mencarikan volunteer tenaga kesehatan untuk merawat pasien covid 19 di wisma atlit Jakarta yg akan dibuka senin ini?
 
 Apabila ada bisa hubungi saya… terimakasih?
 
 Dr Irna"
1,"Donald trump tiba2 tak sadarkan diri saat berpidato”
 
 Di kolom komentarnya, Grace Mie menulis : “kan dengernya dia udh trkena corona”"
1,Kementerian Luar Negeri Cina secara resmi menuntut agar Amerika Serikat menjelaskan bahwa kontainer biohazard ditemukan terkubur di konsulat jenderal yang dievakuasi di Wuhan. Pasukan keamanan RRC menutup misi diplomatik AS lainnya di negara itu.
1,"We have to get some media attention and make use of this app when people need it’s help, yeah idc if you’re too busy liking your wcw’s picture it won’t harm you to tap the retweet button… if it was your very own you’d put your life down"
1,"Toko emas Athira di Pematang Siantar dirampok di dalam mall pun berani rampok ,,,Adu nekat benar orang ini Masa gak ada Securitinya.."
1,"WADUH, KALAH SAING BIKIN SAKIT HATI, JOKOWI AKAN COPOT PRABOWO??
 SUNGGUH MIRIS PEMERINTAH ZAMAN NOW BAGAIMANA TANGGAPAN SAUDARA SEBAGAI RAKYAT NKRI,,,???
 SEPERTINYA KEJUJURAN AKAN HILANG DI TUBUH PEMERINTAHAN
 Judul Youtube: BERITA TERBARU HARI INI ~ JOKOWI ANCAM PECAT PRABOWO, INI ALASANNYA"
1,"“Pria ini meninggal akibat menggunakan Handphone, sambil mendengarkan musik pakai Handset, sambil di Cas dan pria tersebut ketiduran. Arus Listrik yang masuk melalui telinga sampai ke sekujur tubuh nya Dan Meletup letup sampai membentuk lubang-lubang di seluruh tubuh pria tersebut…”"
1,"Vice President Corporate Communication PT Pertamina, Fajriyah Usman: “Kami pastikan ini hoax,”."
1,Tazkiya Khairunissa disebut meninggal karena kehabisan oksigen akibat gas air mata
1,"ini terjadi diluar negeri.
 
 Lelaki ini pergi ketempat pembuangan sampah di belakang klinik pengguguran untuk mengambil bayi-bayi yang tidak berdaya ini, mencuci dan menguburkannya karena mereka bukan sampah, mereka adalah manusia sama seperti kita!!"
1,"*Jamur VS Terong*

Saudara, ibu yang memasak di rumah: Mohon perhatikan!

Jamur tidak bisa dimakan dengan terong, sudahkah Anda perhatikan? Berbagai jamur tahun ini sangat murah. Ini adalah apa yang diteruskan oleh teman sekelas dokter, mohon diperhatikan! Meneruskan “Emergency Emergency” Medical University, 17 orang telah meninggal baru-baru ini, banyak pasien di departemen darurat rumah sakit. Sebagian besar dari mereka diracuni oleh jamur. Tahun ini, panen jamur bagus. Jamur bisa digoreng bersama sayuran lain, tetapi tidak bisa dimakan dengan terong. Mereka akan beracun. Rumah sakit tidak bisa menyembuhkannya, konsekuensinya sangat serius."
1,KUASA Hukum Prabowo sandi OTTO Hasibuan menyatakan bahwa tidak ada pasal manapun yg bisa melawan pasal ini dalam UUD 1945. Dan OTTO sudah menyiapkan isi isi poin dari pasal itu sesuai yg tercantum dalam UUD 1945.
1,"ISRAEL DIGUNCANG GEMPA ..
TEL AVIV PORAK PORANDA ..
SERANGAN MEREKA KE PALESTINE DIBALAS TUNAI OLEH ALLAH .."
1,Pekerja China yg konon akan datang sampai 10 juta itu jelas tdk mudah untuk dikontrol. Sebagian besar mrk pasti takkan kembali ke China
1,"Teman2 sebaiknya bsk jgn kmna2 dulu, ada kabar akan ada demo karena tdk terima atas kemenangan ini. Bnyk polisi yg sdh siaga malam ini. Mohon untuk teman2 sebaiknya di rmh dulu, Tks"
1,"Pakistan-Day: PAF aircrafts create a beautiful formation of Allah’s name in the sky

By TNS World – March 23, 2018 6:58 pm"
1,"PANTESAN KAMPANYE 70K0W1 SELALU SEPI!! UANG TRANSPORT MASSA DITILEP TIM SUKSESNYA SENDIRI!! NGAKAK SUMPAH #BandungPilih_Prabowo_Sandi,"
1,"Alloh murka.

Ruang lingkup KPU tdk netral, terbongkar laknatulloh. Suara yang sudah tercoblos."
1,"Ini fiqih model baru. Imamnya 2 diatas panggung. Makmumnya dibawah. Trus sy tanya knp imamnya 2, kata mas alif, krn kl 1 artinya jokowi"
1,"maaf ganggu bisa dishare tmn2 yg domisili di jkt….
PERHATIAN"
1,"BOCOR, BOCOR, BOCOR !!

MEREKA SUDAH PERSIAPKAN AKAN KEMENANGAN KORUF MESKI DENGAN KECURANGAN"
0,"Mesjid nurul ulum universitas jendral sudirman purwokerto islam nusantara, nyanyi lagu indonesia raya didalam masjid."
1,"Pihak PLN sementara memasang perangkat deteksi gempa malam ini, Himbauan jika tiba2 mati lampu, kmudian setelahnya ada tanda lampu kedap kedip tiga kali."
1,See residents flee erupting Fuego volcano in Guatemala
1,"Semalam ketemu temen lama yang tinggal di kalimantan, menurut infonya bahwa Malaysia sudah mencaplok 50 km wilayah Indonesia, karena daerah perbatasan tak diperhatikan kemakmurannya. Lah katanya kerja, trus kerja apa ? Tolong bantuan tuips mengklarifikasi kebenaran info ini."
1,"Adapun rangkaian acaranya adalah sebagai berikut :
 1. Shalat Subuh berjama’ah di Monas imam Ust Mahdi
 2. Zikir (Ust Arifin Ilham)
 3. Tilawah Al-Qur’an surat Al-Isro dipandu oleh 1.000 hufafz
 4. Pembacaan ayat suci Al-Qur’an
 5. Sambutan panitia
 6. Orasi pembuka
 7. Nasyid Al-Aqsho
 8. Orasi-orasi oleh para tokoh Ulama
 9. Pembacaan pernyataan sikap
 10.Shalat Jum’at Berjamaah di Monas
 Sejumlah Ulama dan Ustadz yang akan ikut hadir dalam Aksi ini adalah KH Ma’ruf Amin, KH Bachtiar Nasir, KH Ahmad Shobro Lubis, KH Abdullah Gymnastyar, KH Abu Jibril, Ustadz Felix Siauw, Ustadz Abdul Somad, Ustadz Adi Hidayat, Ustadz Oemar Mitta, Bang Onim, Bunda Neno Warisman, Peggy Khadijah, Ustadzah Oki Setiana Dewi dan Melly Goeslaw."
0,"Kami jamin obat yang didistribusikan kualitasnya bagus, tidak ada yang kedaluwarsa seperti yang dituduhkan orang tertentu akhir-akhir ini. Peredaran obat-obatan di Palopo dikontrol dan diawasi hingga sampai ke masyarakat,"
1,Sholat kok dibuat gitu to #miris moralmu nak
1,"Tah goblog deuleu anu ceuk saria hoak hoak teh .. ieu kajadian subuh tadi.
 Kata pa uyu ! Tkp di dalam masjid… mau azan tak jadi.. ada 5 orang .. setelah menanyakan ulama pameungpeuk ketua MUI pelaku menyerang memukul imam masjid menggunakan golok.. tp Allohloh melindungi hanya sakit di kepala…
 Kita cari pelakunya…” tidak berbahasa sunda… 5 orang
 Lokasi tempat kejadian : pameungpeuk .kab.Garut jawabarat"
0,Ternyata Hacker tim prabowo berhasil menembus jaringan @DivHumasPolri hanya melalui ping ke server @Twitter menggunakan CMD di windows XP hahahaha dan mereka berhasil menembus ping ping ping … @prabowo @fadlizon @Fahrihamzah #08LicikdanPicik
0,"Admin tolong di poting klarifikasi dari Tengku Zulkarnaen tentang pembakaran masjid, karena sudah beliau klarifikasi. Biar berita berimbang"
1,"Tolong disebarkan Penjahat yang berkeliaran di Daerah Jakarta-Barat, sudah banyak korbannya modus pura-pura bertamu dan ada juga langsung di todong. Orangnya baru keluar dari penjara Salemba Namanya Ari/Abel. Kalo ada yang liat waspada aja. Banyak korban yang udah kena di sekitaran Kemanggisan dan Palmerah"
0,"Begini kreativitas dan hasil karya anaknya pleicieden? Serius nanya niy
Termasuk pelecehan bukan ya kalo anak pleicieden yang bikin ? Serius nanya niy
Cebongers kira kira bersuara atau diam ya ? Serius nanya niy"
1,"Al-Quran ini ditemukan didasar laut
Sudah menjadi karang tapi tetap utuh subhanallah ,Semoga yg like, komen aamiin dan membagikan kiriman ini dengan ikhlas rezekinya besok pagi berlimpah dari arah yg tidak terduga.amin"
0,Judul Berita Media Asing Yang Menghina Jokowi
0,"LIHATLAH..
 BEGINI YG NAMANYA
 PELINDUNG RAKYAT..
 REZIM BINATANG…"
1,PKI Gelar Lomba Baca Puisi di Universitas Pekalongan
1,"Beredar foto percakapan WA seperti gambar dibawah ini, seolah adalah pesan dari Mohamad Guntur Romli kepada relawan BADJA utk menekan KH Ma’aruf di persidangan Ahok :"
1,"Selama ini para penganut teori konspirasi percaya bahwa tidak lama lagi planet Nibiru akan menabrak bumi. Baru-baru ini, seorang peneliti percaya bahwa ramalan tersebut akan segera terjadi. Dikatakan oleh David Meade, peneliti luar angkasa, planet Nibiru sedang dalam perjalanan menuju bumi. Ia memperkirakan bahwa planet tersebut bisa saja menabrak bumi dalam waktu dekat. David melanjutkan bahwa letak planet Nibiru sulit untuk diperkirakan sudutnya yang tidak sama dengan bumi."
1,"Kuasa Hukum warga Luar Batang Yusril Ihza Mahendra meminta Pemprov DKI tak memaksa untuk menggusur kawasan Luar Batang. Sebab, warga Luar Batang memiliki sertifikat atas tanah yang mereka tempati sejak lama."
1,"Jadi Hok, mendingan lo tidur aje, ngga usah ngeluarin instuksi-instruksi segala apalagi mengeluarkan instruksi seperti Kementerian Kesehatan Arab Saudi menyatakan melarang menyembelih qurban unta selama musim haji karena khawatir bahaya yang ditimbulkan virus pernapasan mematikan (MERS-CoV) di Timur Tengah."
1,KADRUNPUN PUNYA UANG BARU..:joy: KEREENNN KAN ??…
1,Kalau mau duit ya harus bekerja yang benar. Masalah Negara sudah ada yang urus tidak usah ikut ikutan demo sana demo sini hanya untuk mengharapkan NASBUNG.
1,"Pantas klu cebong ganggu tempat ibadah umat islam, dan merusak alquran di bilang sakit jiwa. Rupanya cebong semua masuk rumah sakit jiwa"
1,Website “www.smkn1sukabumi.simdikonline.id” PPDB SMKN 1 Kota Sukabumi
1,HATI-HATI MAKAN YANG BEGINIAN !! Untung ane gak suka
1,PERAMPOKAN di pancasan Bogor Selatan yang Menyandera korbannya.
1,"Kredivo adalah online kredit dalam 30 hari atau cicilan 3/6/12 bulan. Jika ada masalah silakan DM kita untuk naik limit, premium layanan 24 jam"
1,"Weda bay (PT.IWIP) siaga satu.
 Mengenai virus Corona yang menyebar di dunia.
 Semalam ada tiga orang dari cina yang terkena virus Corona, dua orang meninggal dunia dan satu orang tidak sadarkan diri.
 Dan sekarang pihak PT.IWIP menempel pemberitahuan agar supaya dari karyawan tidak berkeliaran dan selalu berhati-hati terhadap dampak virus Corona."
1,"Bupati Gowa, Adnan Purichta Ichsan: “Itu mungkin peringatan tahun lalu. Entah dari mana dan siapa yang mengedarkan informasi itu lagi. Saat ini kondisi di Bendungan Bili-bili, debit airnya masih di bawah batas normal,”."
1,"Kebijakan baru Imigrasi Indonesia terhadap diskriminasi nama Muhammad dan Ali tidak boleh terbang di Bandara Soekarno Hatta menuai kecaman Anggota Komisi III DPR RI, Aboebakar Alhabsyi. Ia mengatakan, diskriminasi yang terjadi di bandara pada peraturan keimigrasian di layanan autogate Bandara Soekarno Hatta melukai umat Islam"
1,Grup WA Pendukung 02
1,"Innaa lillahi wa innaa ilaihi rooji’uun…
 Ternyata ananda telah dipanggil Sang Khalik jam 07.00 +++ wib."
1,KOALISI INDONESIA MAJU REPUBLIK INDONESIA. RISALAH PENGANGKATAN MENTERI PEMBANTU PRESIDEN DALAM KABINET KERJA JILID II PERIODE 2019 – 2024.
0,"Astagfirullahal azim..Mau jadi apa bangsa ini, kalo diurus penyelenggara spt ini..semua kartu suara di coblos oleh 1 org, yg lain tinggal masukan ke kotak sj.. pantesan sj di boyolali 01 dapat 100% suara, krn si baju batik yg nyoblosin semua."
1,"Nah iniloh yg tak maksud kapan hari.
Tujuannya bagi-bagi kondom dg logo capres ini apa?
Dan ini dibagikan ke siapa? Kalangan LGBT kah? Atau bebas umum?
Amat sangat merusak anak bangsa!!!"
1,Mohon Do’anya Bagi Para Penumpang Di Kapal Tenggelam. Lokasi Kejadian Di Dekat Pulau Kangean Madura Jatim. Yaa Rabb Selamatkanlah Mereka Dari Musibah…
1,Assalamualaikum mohon dibantu menyebarkan. Ada anak perempuan usia 4th hilang dan sekarang ada dipolsek citeureup barangkali ada yg kenal bisa langsung datang ke polsek citeureup. Terimakasih
0,"“Itu sama sekali tidak benar, mereka (BPS) punya undang-undang yang menunjukkan independensi mereka,” kata Menteri Perencanaan dan Pembangunan Nasional/Kepala Bappenas, Bambang Brodjonegoro, Jumat (31/8)."
0,"Itu kan ada videonya, dilihat saja videonya yang lengkap. Ada di YouTube kok. Konteksnya jelas, bukan hanya potongan video,"
1,"Debunk ini berisi Klarifikasi dari Badan pendapatan daerah (Bapenda) Sulawesi Selatan, Tautoto TR terkait informasi di media sosial yang menyebutkan adanya pemutihan pajak kendaraan bermotor pada tanggal 1 mei hingga 31 agustus 2018. dirinya menyebut bahwa informasi yang beredar tersebut adalah Hoaks atau tidak benar adanya."
1,"Wa dari Bpk Kapolda :
 Tolong disampaikan ke Pak RT / Pak RW dan Tolong sebarkan, ” PENTING … !!! ”
 Assalamualaikum. Wr. Wb. Bapak/Ibu Yang Berbahagia,
 info agar berhati-hati …
 Belakangan telah terjadi “Pengiriman Paket dari Luar Negeri maupun Dalam Negeri” ke beberapa alamat yang sengaja disalahkan untuk mengecoh petugas yang berwajib. [...]"
0,Kelompok Indonesia bersiap menghadapi berita palsu selama pemilihan
1,Screen Shoot Percakapan Chat Megawati dengan Kepala BIN
0,Jokowi Izinkan WNA Untuk Mendirikan Ormas
0,“Solusi daging mahal ala mentan : makan keong”.
1,Telah berpulang…ke hadirat yang mahakuasa…Benny Panbers Panjaitan…di usia…70 tahun…mohon doa agar kekuatan bagi keluarga besar….”
1,"Seluruh warga RI
 di
 Manapun Anda berada .
 Khusus nya Masyarakat Halmahera Maluku Utara.
 
 Dengan segala hormat ,
 Saya Annisa Madaniyah , Memberitakan
 
 ....."
1,"Berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja Saudara yang kami terima, dengan ini kami sampaian bahwa berkas lamaran Saudara memenuhi persyaratan yang ditetapkan. Saudara dapat mengikuti tes seleksi calon Karyawan."
1,"Rombongan jema’ah haji Padang Sumatra Barat non via Depag berangkat kebandara untuk selanjutnya menuju tanah suci menunaikan haji–dengan adanya lobi khusus para tokoh dan ulama Padang Sumatra Barat dengan Kerajaan Arab Saudi dan juga adanya hubungan history Kerajaan Pagaruyung Sumatra Barat pada zaman dulunya, serta Keluarga Kerajaan Pagaruyung juga mempunyai lahan tanah yang cukup luas di Arab Saudi,sekarang ini dibangun Hotel untuk jemaah haji asal Sumatra Barat–memudahkan urusan warga yang menunaikan haji asal Sumatra Barat tersebut–disamping itu Kerajaan Arab Saudi juga sangat menghargai Alm Sheh Ahmad Khatib asal Padang yang pernah menjadi Imam besar Masjidil Haram– semoga hubungan baik Kerajaan Arab Saudi dengan Padang Sumatra Barat khususnya dan Indonesia pada umumnya terjalin lebih akrab lagi kedepannya dan yang menunaikan Haji mendapat haji mabrur–aamiin."
1,Wapres Pemerintah Gak Sengaja Memakai Dana Haji Jadi Gak Berdosa
1,ZONA MERAH corona daerah purwokerto
1,"Salat Jumat di Gaza sebelumnya hari ini. Tidak ada kasus covid-19 yang dilaporkan di Gaza sejauh mereka sudah terputus dari dunia. Dunia lupa tentang Gaza, tetapi orang-orang dari Gaza hari ini berdoa untuk dunia."
1,"V Vietnam melaporkan bahwa seekor ikan humanoid ditangkap di Laut Cina Selatan, dengan tangan dan kaki, dan seseorang dengan dada dan perut yang sama, dan para nelayan ketakutan dengan keringat dingin. Sekarang telah diserahkan ke departemen penelitian ilmiah untuk melihat apakah itu adalah makhluk atau spesies mutan yang belum pernah ditemukan manusia. ??
 
 Dunia nyata sedang berubah"
1,Ahok Putra Tertaik Bangsa
1,"BREAKING NEWS!!!
 kematian raja Salman MASIH BELUM TERKONFIRMASI, namun berita ini sudah tersebar.
 Dan 2 anggota senior kerajaan di tangkap atas tuduhan kudeta. Dua anggota tersebut adalah keponakan raja Salman dan putra mahkota yaitu pangeran Mohamed bin Salman."
1,"Mulai saat ini jangan makan pruduksi luar dulu apa pun jenis nya , khususnya produksi luar negeri cina Karena kemungkinan besar pekerja pabrik tersebut pengidap virus carona dan bisa jadi jatuh keringat mereka masuk ke dalam kalengan2 itu , serta virus corona yg saat ini masih jadi masalah besar dunia telah diketahui DepKes dunia sehingga makanan tersebut telah banyak di sita tpi lebih banyak yg sdh terlajur diekspor juga,"
1,"#Subhanallah
 Pohon Bisa Di Terbang Keajaiban Kekuasaan Allah Di Arab Saudi"
1,Penyebab listrik mati sebanjaran”
1,"Tolong sebar luaskan.
 RS pusat angkatan darat (RSPAD Gatot Soebroto )Jakarta.
 menegaskan bila setiap orang yg mendapatkan info ini kemudian membagikan ke 10 orang lainnya,di pastikan sedikitnya ada satu nyawa yg akan terselamatkan..saya sudah melakukan , Mohon anda juga membantu melakukan bagian anda.Tks!"
1,"LOWONGAN KERJA PT.ANGKASA PURA1 2019
 Persyaratan Pria & Wanita Pendidikan:
 SMA – SMK – S1 – D3
 Usia 22thn ke atas Lamaran & CV email:
 pt.angkasapura1@hotmail.com"
1,"Mendagri tidak memberi ijin cuti kepada walikota Sumbar untuk menunaikan ibadah haji, rezim setan.."
1,"Dedy McLaren:
JOKOWI DIPASTIKAN TIDAK MENANG PILPRES 2019
By: Restu Bumi"
1,Hati hati belanja di Alfamart Ternyata ada tambahan potongan langsung 10rb utk bayar sembako pilpres….
0,makan siang di Singapura lebih murah daripada di Indonesia
0,Blitz dari media sosial Rusia untuk mempengaruhi pemilu AS 2016
0,AKBP BOWO GEDE IMANTIO
1,"Presiden Joko Widodo : “Yang pertama, itu kan salat zuhur, imamnya dari imam masjid di sana. Kemudian, kita ingin jamak taqdim melanjutkan ke asar, saya maju. Ya biasalah. Apa sih yang diramaikan? Apa?”"
0,"Kalau hoax masuk masalah konten. Jadi tugas BSSN tidak terkait hoax,"
1,"“Gunung Galunggung Meletus
Melontarkan batu batu yang cukup besar"
1,"Unpublished Michael Jackson song about Kabah,,let’s listen..?Labbaikallaahumma Labbaik, Labbaika Laa Syariika Laka Labbaik, Innal-hamda Wan-ni’mata Laka Wal-mulka Laa Syariika Lak”"
1,"Saya hanya punya akun facebook (mungkin salah sebut, karena sepertinya Sean punya instagram account @nachoseann yang difollow oleh akun resmi Veronica Tan) dan Skype."
1,UJAN SALJU DEPAN DI JAKARTA RATU PLAZA SUDIRMAN KEREENNNNNNN
1,"Biang HOAX kerja sama dengan Turn Back Hoax
 Pantesan Komunitas Turn Back Hoax tutup mata sama Hoax Kompas, ternyata satu afiliasi."
1,”Yang menolak Ahok karena ia Tionghoa adalah orang bodoh”
0,Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax
1,"RAKYAT seperti inilah yang harusnya mendapatkan DONASI..
 jangan diJUNGKIR BALIKkan yang melakukan pelanggaran PERDA di beri DONASI,."
1,"Perhatian untuk seluruh kawan-kawan, bila melihat serangga seperti di dalam foto, jangan sekali-kali menyentuhnya, di Thailand telah ditemukan serangga ini dalam jumlah besar, di Myanmar juga ditemukan, dan sudah mau masuk ke Indonesia, bagi yang menyentuh serangga ini, tangannya jadi seperti di foto dan sakit luar biasa."
1,"Tak mempan diserang sana-sini, Maruarar: Kekuatan Jokowi itu rakyat. Hanya Orang Bodoh Dan Gila, Yang Tak Mau Pak Jokowi, Jadi Presiden RI"
1,Pengakuan Ribka Tjiptaning..!!!. Mayoritas anak PKI bergabung ke PDIP
1,"Weird things happening at deserted Japani park rohini, (due to corona fear, nobody visits park) ghost was exercising after 7 pm witnessed by full police team."
1,"Yg berminat kerja panen di PT Bumitama Gunajaya Agro (Kalimantan Tengah), silahkan hubungi no WA saya 0823-3041-4*** (Brian), persyaratan sebagai berikut:"
1,"Ini ada ajakan yg menarik : Ada ide menarik banget dari *Kwik Kian Gie Ayo, mulai 10 Mae sd 10 Juni 2020, Kita Jangan belanja di"
1,"Pemberitahuan bahwasannya nanti mlm pada pukul 23.00 wib agar kita tidak ada yg keluar rumah,jika ad menjemur pakaian atau makanan segera diangkat dibawa masuk,karena mulai pukul 23.00 wib akan ada penyemprotan racun untuk virus corona dari malaysia dan singapore melalui udara,bila besok pagi hujan jgn keluar rumah dulu sampai hujan berhenti..mohon beritahukan kepada keluarga,sahabat atau tetangga bapak ibu sekalian. Trima kasih"
1,"Hati hati untuk tidak menggunakan Paracetamol yang datang ditulis P/500 , ini adalah Paracetamol baru sangat putih dan mengkilap , mengandung MACHUPO VIRUS dianggap salah satu virus yang paling berbahaya di dunia , dan dengan tingkat kematian yang tinggi , silahkan berbagai pesan ini untuk semua orang dan keluarga dan menyelamatkan hidup dari mereka , saya sudah melakukan bagian saya , sekarang giliran anda lagi..makasih…!!!"
1,"Jawaban gubernur motreal begini :
 “Akhirnya, mereka ( orang orang muslim yang di Canada ) harus mengerti bahwa di Kanada (Quebec) dengan akar Yudeo-Kristen, pohon natal, gereja dan festival keagamaannya, agama harus tetap berada dalam wilayah pribadi. Kotamadya Dorval benar menolak konsesi apapun terhadap Islam dan Syariah.”"
